0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
6.0,4.0,1.0,6.0,16.0,4.0,1.0,1.0,163.0,6.0,1.0,4.0,20.0,1.0,9.0,1.0,6.0,4.0,4.0,1.0,4.0,102.0,17.0,3.0,1.0,4.0,3.0,4.0,9.0,9.0
3.0,3.0,1.0,3.0,1.0,1.0,9.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,9.0,3.0,3.0,24.0,3.0,1.0,15.0,1.0,1.0,5.0,1.0,3.0,6.0,12.0,3.0
1.0,5.0,1.0,1.0,1.0,7.0,22.0,3.0,1.0,7.0,1.0,1.0,3.0,15.0,1.0,5.0,1.0,1.0,6.0,4.0,4.0,1.0,9.0,1.0,4.0,3.0,2.0,1.0,3.0,1.0
12.0,4.0,7.0,4.0,1.0,1.0,18.0,6.0,5.0,5.0,9.0,1.0,7.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,28.0,1.0,1.0,102.0,1.0
102.0,4.0,4.0,1.0,16.0,1.0,5.0,9.0,4.0,6.0,1.0,1.0,4.0,1.0,6.0,7.0,6.0,6.0,7.0,4.0,4.0,163.0,1.0,4.0,1.0,1.0,12.0,5.0,6.0,5.0
3.0,3.0,1.0,3.0,1.0,3.0,9.0,1.0,3.0,1.0,3.0,1.0,24.0,1.0,1.0,1.0,1.0,6.0,15.0,3.0,1.0,1.0,1.0,1.0,3.0,13.0,4.0,5.0,3.0,4.0
1.0,1.0,7.0,22.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,15.0,1.0,5.0,6.0,1.0,9.0,7.0,1.0,4.0,3.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,3.0
1.0,18.0,1.0,6.0,1.0,12.0,5.0,1.0,7.0,5.0,5.0,4.0,7.0,4.0,1.0,1.0,5.0,5.0,4.0,9.0,5.0,1.0,28.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0
3.0,3.0,1.0,4.0,3.0,3.0,4.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,6.0,3.0,5.0,6.0,1.0,5.0,1.0,2.0,3.0,6.0,9.0,3.0,6.0,3.0,3.0,1.0
1.0,1.0,1.0,4.0,5.0,5.0,2.0,4.0,6.0,6.0,1.0,2.0,2.0,7.0,2.0,7.0,7.0,8.0,7.0,7.0,15.0,7.0,1.0,1.0,18.0,7.0,13.0,16.0,7.0,1.0
3.0,1.0,1.0,3.0,1.0,3.0,3.0,9.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0
4.0,5.0,4.0,12.0,13.0,1.0,1.0,3.0,1.0,1.0,7.0,1.0,5.0,3.0,3.0,24.0,1.0,3.0,1.0,3.0,7.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,3.0
3.0,5.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,15.0,3.0,24.0,4.0,1.0,1.0,3.0,1.0,10.0,16.0,3.0,2.0,8.0,4.0,12.0,1.0,3.0,1.0,2.0,3.0
19.0,1.0,1.0,6.0,7.0,6.0,1.0,13.0,6.0,5.0,13.0,1.0,7.0,1.0,5.0,18.0,2.0,1.0,1.0,10.0,6.0,1.0,11.0,9.0,1.0,2.0,3.0,34.0,12.0,1.0
1.0,1.0,1.0,7.0,1.0,64.0,34.0,13.0,8.0,13.0,16.0,34.0,7.0,2.0,1.0,1.0,7.0,8.0,1.0,15.0,7.0,7.0,7.0,5.0,7.0,1.0,8.0,2.0,1.0,34.0
5.0,1.0,4.0,1.0,10.0,9.0,3.0,4.0,1.0,3.0,5.0,5.0,3.0,9.0,3.0,12.0,2.0,5.0,1.0,3.0,3.0,1.0,3.0,1.0,24.0,1.0,1.0,3.0,7.0,4.0
8.0,1.0,1.0,1.0,7.0,2.0,12.0,1.0,2.0,1.0,10.0,2.0,6.0,1.0,1.0,2.0,2.0,4.0,12.0,8.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0
18.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0
1.0,1.0,1.0,34.0,1.0,1.0,5.0,1.0,22.0,7.0,9.0,11.0,34.0,6.0,13.0,1.0,2.0,10.0,1.0,7.0,7.0,16.0,7.0,8.0,1.0,6.0,1.0,64.0,34.0,7.0
6.0,3.0,3.0,4.0,7.0,3.0,5.0,7.0,1.0,1.0,3.0,1.0,1.0,9.0,8.0,1.0,3.0,4.0,6.0,3.0,1.0,5.0,5.0,3.0,4.0,4.0,5.0,1.0,5.0,1.0
1.0,5.0,5.0,2.0,1.0,1.0,1.0,13.0,13.0,1.0,1.0,18.0,1.0,6.0,6.0,3.0,19.0,2.0,6.0,1.0,12.0,9.0,7.0,4.0,1.0,10.0,4.0,10.0,5.0,1.0
5.0,2.0,6.0,1.0,4.0,2.0,1.0,7.0,7.0,5.0,7.0,7.0,8.0,4.0,15.0,7.0,1.0,7.0,7.0,13.0,2.0,16.0,2.0,6.0,34.0,34.0,7.0,64.0,18.0,7.0
3.0,3.0,1.0,10.0,24.0,1.0,4.0,10.0,3.0,3.0,1.0,15.0,3.0,4.0,2.0,12.0,1.0,2.0,1.0,3.0,3.0,4.0,2.0,3.0,1.0,16.0,19.0,1.0,26.0,1.0
5.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,15.0,24.0,1.0,1.0,4.0,1.0,3.0,16.0,2.0,10.0,8.0,4.0,12.0,3.0,3.0,3.0,1.0,1.0,2.0
2.0,2.0,4.0,6.0,5.0,18.0,4.0,2.0,1.0,1.0,5.0,1.0,7.0,6.0,7.0,7.0,7.0,7.0,15.0,1.0,10.0,7.0,2.0,13.0,34.0,64.0,16.0,7.0,8.0,7.0
1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,9.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,5.0,4.0,4.0,4.0,6.0,5.0,3.0,5.0,2.0,3.0,1.0
6.0,19.0,1.0,1.0,6.0,1.0,6.0,7.0,7.0,13.0,13.0,5.0,10.0,18.0,1.0,1.0,6.0,5.0,1.0,2.0,1.0,11.0,9.0,1.0,34.0,1.0,22.0,1.0,1.0,1.0
10.0,1.0,18.0,7.0,1.0,13.0,15.0,7.0,7.0,7.0,7.0,34.0,64.0,8.0,1.0,1.0,2.0,7.0,2.0,7.0,1.0,16.0,13.0,1.0,7.0,34.0,8.0,2.0,6.0,2.0
8.0,4.0,9.0,27.0,4.0,1.0,1.0,4.0,77.0,4.0,8.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,1.0,17.0,6.0,5.0,6.0,4.0,4.0,1.0,33.0,4.0,6.0,1.0
4.0,1.0,3.0,4.0,11.0,1.0,3.0,3.0,3.0,4.0,4.0,2.0,5.0,3.0,6.0,4.0,4.0,4.0,3.0,6.0,1.0,9.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,10.0
4.0,11.0,3.0,2.0,3.0,3.0,2.0,1.0,12.0,2.0,1.0,4.0,2.0,10.0,3.0,3.0,2.0,2.0,7.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,10.0,4.0,10.0,24.0
1.0,3.0,3.0,24.0,4.0,3.0,1.0,1.0,10.0,10.0,15.0,1.0,1.0,3.0,1.0,3.0,16.0,19.0,26.0,1.0,16.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,1.0
3.0,5.0,4.0,1.0,3.0,1.0,3.0,1.0,1.0,4.0,24.0,15.0,1.0,3.0,1.0,3.0,1.0,10.0,1.0,3.0,1.0,16.0,19.0,16.0,26.0,2.0,10.0,8.0,12.0,4.0
3.0,9.0,1.0,3.0,1.0,4.0,1.0,5.0,5.0,9.0,3.0,12.0,10.0,2.0,5.0,4.0,3.0,5.0,1.0,3.0,24.0,1.0,3.0,3.0,3.0,1.0,1.0,5.0,1.0,4.0
1.0,1.0,1.0,4.0,5.0,5.0,2.0,4.0,6.0,6.0,1.0,2.0,2.0,7.0,2.0,7.0,7.0,8.0,7.0,7.0,15.0,7.0,1.0,1.0,18.0,7.0,13.0,16.0,7.0,1.0
10.0,1.0,18.0,7.0,1.0,8.0,13.0,7.0,15.0,64.0,34.0,1.0,1.0,7.0,2.0,7.0,7.0,7.0,1.0,16.0,1.0,13.0,8.0,7.0,2.0,34.0,7.0,1.0,8.0,1.0
16.0,7.0,13.0,34.0,7.0,34.0,64.0,7.0,13.0,1.0,1.0,15.0,1.0,1.0,7.0,1.0,7.0,7.0,7.0,8.0,1.0,1.0,7.0,8.0,7.0,2.0,5.0,1.0,34.0,8.0
10.0,6.0,6.0,18.0,1.0,11.0,6.0,9.0,7.0,13.0,1.0,22.0,1.0,34.0,1.0,6.0,1.0,1.0,5.0,5.0,1.0,1.0,13.0,19.0,1.0,1.0,5.0,2.0,1.0,2.0
12.0,10.0,6.0,7.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,8.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,12.0,8.0
3.0,1.0,5.0,3.0,1.0,4.0,4.0,3.0,10.0,1.0,1.0,1.0,1.0,24.0,3.0,15.0,1.0,16.0,19.0,3.0,1.0,26.0,3.0,6.0,10.0,3.0,1.0,3.0,16.0,2.0
13.0,1.0,18.0,6.0,6.0,1.0,5.0,13.0,1.0,1.0,5.0,10.0,6.0,1.0,2.0,1.0,1.0,6.0,7.0,19.0,11.0,9.0,7.0,1.0,22.0,1.0,34.0,1.0,1.0,1.0
2.0,5.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,13.0,2.0,4.0,2.0,1.0
7.0,7.0,7.0,6.0,7.0,7.0,15.0,2.0,1.0,5.0,2.0,7.0,13.0,8.0,7.0,4.0,1.0,16.0,34.0,64.0,7.0,34.0,13.0,18.0,1.0,1.0,7.0,1.0,1.0,1.0
5.0,12.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,5.0,3.0,1.0,3.0,3.0,1.0,5.0,1.0,5.0,1.0,1.0,7.0,1.0,3.0,4.0,1.0,3.0,1.0,6.0,5.0,1.0
13.0,1.0,6.0,6.0,1.0,18.0,5.0,13.0,1.0,6.0,1.0,5.0,1.0,1.0,2.0,10.0,1.0,19.0,7.0,6.0,7.0,11.0,9.0,1.0,22.0,1.0,34.0,1.0,1.0,3.0
1.0,1.0,5.0,5.0,3.0,1.0,1.0,3.0,5.0,3.0,1.0,7.0,3.0,3.0,20.0,4.0,1.0,1.0,6.0,4.0,1.0,8.0,3.0,1.0,2.0,1.0,4.0,1.0,5.0,1.0
1.0,5.0,13.0,1.0,24.0,4.0,3.0,1.0,3.0,3.0,1.0,12.0,1.0,1.0,1.0,3.0,1.0,4.0,5.0,3.0,1.0,1.0,1.0,7.0,5.0,3.0,3.0,4.0,3.0,3.0
1.0,3.0,1.0,1.0,3.0,3.0,11.0,1.0,1.0,3.0,1.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,6.0,1.0,5.0,1.0,3.0,3.0,1.0,4.0,6.0,3.0,1.0
13.0,7.0,1.0,34.0,64.0,15.0,7.0,7.0,7.0,1.0,16.0,7.0,1.0,1.0,13.0,7.0,34.0,1.0,7.0,8.0,2.0,7.0,8.0,10.0,7.0,1.0,1.0,8.0,18.0,1.0
2.0,5.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,13.0,2.0,4.0,2.0,1.0
1.0,3.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,4.0,5.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0
4.0,2.0,1.0,2.0,2.0,4.0,2.0,3.0,1.0,16.0,2.0,15.0,1.0,3.0,2.0,3.0,24.0,2.0,12.0,1.0,1.0,7.0,3.0,1.0,12.0,8.0,4.0,1.0,1.0,2.0
4.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,5.0,3.0,6.0,2.0,1.0,1.0,3.0,3.0,3.0,5.0,1.0,6.0,2.0,5.0,1.0,1.0,2.0
3.0,5.0,3.0,9.0,1.0,5.0,1.0,5.0,3.0,4.0,1.0,9.0,10.0,5.0,3.0,12.0,4.0,2.0,1.0,3.0,24.0,1.0,3.0,3.0,1.0,3.0,1.0,5.0,1.0,4.0
5.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,25.0,1.0,3.0,2.0,2.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0
7.0,1.0,2.0,12.0,10.0,2.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,25.0,2.0,8.0,2.0,1.0,1.0,1.0,1.0,3.0
2.0,1.0,26.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,6.0,4.0,1.0,1.0,5.0,1.0,4.0,17.0,10.0,1.0,2.0,1.0,1.0,4.0
3.0,3.0,3.0,13.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,8.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,5.0,3.0,2.0
3.0,1.0,1.0,8.0,1.0,3.0,1.0,1.0,2.0,4.0,5.0,2.0,13.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,10.0
3.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,18.0,4.0,3.0,3.0,5.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,5.0
1.0,1.0,3.0,2.0,1.0,1.0,2.0,26.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,17.0,1.0,3.0,2.0,3.0,4.0,2.0,4.0,6.0,2.0,1.0,3.0,5.0,1.0,3.0
3.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,4.0,6.0,3.0,3.0,5.0,5.0,2.0,6.0,2.0,2.0,1.0,3.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0
1.0,1.0,3.0,15.0,16.0,2.0,1.0,1.0,3.0,1.0,8.0,12.0,4.0,2.0,1.0,24.0,2.0,1.0,1.0,4.0,3.0,5.0,1.0,3.0,4.0,3.0,2.0,8.0,3.0,7.0
1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,9.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,4.0,3.0,1.0,5.0,1.0,3.0,3.0
5.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,1.0,3.0,4.0,10.0,2.0,2.0,26.0,1.0,4.0,6.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0
3.0,1.0,2.0,26.0,1.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,3.0,17.0,2.0,3.0,10.0,2.0,2.0,1.0,5.0,2.0,8.0,3.0
1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,4.0,4.0,2.0,1.0,2.0,13.0,1.0,6.0,6.0,1.0,3.0,3.0,1.0,11.0,1.0,8.0,4.0,27.0,1.0,9.0,8.0
1.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,9.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,5.0,1.0,1.0,3.0,5.0,3.0,6.0,1.0
3.0,5.0,4.0,4.0,1.0,4.0,3.0,4.0,1.0,4.0,3.0,2.0,26.0,10.0,1.0,2.0,4.0,6.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0
1.0,4.0,4.0,3.0,5.0,6.0,4.0,4.0,2.0,3.0,1.0,4.0,1.0,26.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,10.0,3.0,1.0,2.0,1.0,2.0,1.0,17.0
3.0,1.0,1.0,8.0,1.0,3.0,1.0,1.0,2.0,4.0,5.0,2.0,13.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,10.0
1.0,2.0,2.0,2.0,1.0,12.0,7.0,2.0,1.0,3.0,4.0,2.0,3.0,11.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,24.0,2.0,10.0,3.0
1.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,9.0,1.0,1.0,3.0,3.0,5.0,3.0,5.0,6.0,3.0,1.0,4.0,3.0,5.0,2.0,1.0,1.0
1.0,1.0,3.0,3.0,1.0,3.0,11.0,1.0,1.0,3.0,5.0,1.0,4.0,3.0,3.0,3.0,3.0,5.0,1.0,3.0,3.0,6.0,5.0,1.0,3.0,1.0,6.0,3.0,4.0,1.0
3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,9.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,1.0,2.0,3.0,3.0,1.0
1.0,8.0,1.0,27.0,4.0,9.0,33.0,4.0,1.0,1.0,4.0,17.0,1.0,6.0,4.0,4.0,4.0,7.0,6.0,8.0,1.0,4.0,77.0,6.0,1.0,5.0,4.0,5.0,6.0,1.0
4.0,1.0,4.0,3.0,5.0,4.0,6.0,4.0,3.0,2.0,4.0,1.0,1.0,26.0,4.0,3.0,1.0,1.0,1.0,10.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,17.0
1.0,1.0,1.0,3.0,3.0,13.0,1.0,12.0,1.0,5.0,3.0,4.0,1.0,24.0,3.0,3.0,1.0,4.0,1.0,14.0,4.0,1.0,7.0,3.0,4.0,1.0,3.0,1.0,3.0,1.0
11.0,1.0,1.0,5.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,5.0,5.0,6.0,3.0,3.0,6.0,1.0,1.0,3.0,3.0,1.0,4.0
2.0,1.0,10.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,26.0,2.0,4.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0
4.0,4.0,1.0,8.0,17.0,4.0,4.0,9.0,4.0,27.0,33.0,1.0,4.0,77.0,5.0,6.0,1.0,4.0,5.0,7.0,8.0,1.0,1.0,4.0,1.0,4.0,28.0,5.0,5.0,1.0
4.0,1.0,3.0,1.0,6.0,1.0,3.0,38.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,3.0,5.0,4.0,1.0,3.0,6.0,3.0,7.0,4.0,3.0,3.0,1.0,5.0,1.0,2.0
2.0,1.0,1.0,11.0,3.0,3.0,1.0,1.0,5.0,5.0,1.0,3.0,1.0,4.0,13.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,6.0,5.0,4.0,1.0,3.0,6.0,6.0,1.0
1.0,8.0,27.0,4.0,1.0,9.0,4.0,33.0,4.0,17.0,4.0,4.0,1.0,4.0,1.0,6.0,8.0,77.0,1.0,1.0,7.0,4.0,5.0,6.0,5.0,6.0,4.0,6.0,1.0,4.0
1.0,1.0,3.0,6.0,3.0,2.0,3.0,10.0,2.0,12.0,1.0,1.0,7.0,4.0,8.0,12.0,1.0,1.0,2.0,1.0,1.0,7.0,1.0,8.0,3.0,3.0,1.0,16.0,1.0,2.0
2.0,13.0,5.0,5.0,1.0,1.0,6.0,1.0,4.0,1.0,6.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,11.0,27.0,8.0,1.0,8.0,4.0,9.0
4.0,1.0,6.0,2.0,1.0,1.0,2.0,26.0,4.0,2.0,1.0,2.0,3.0,4.0,1.0,3.0,1.0,17.0,3.0,5.0,4.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,10.0,4.0
