0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
54,896,1322,407,761,474,783,1522,1723,742,430,558,734,1260,112,1672,560,11,354,1,217,711,1432,353,63,1548,422,271,220,1689
1488,1706,946,174,606,1818,898,794,1799,198,442,440,1262,622,1681,117,986,750,379,1518,1865,1001,435,1529,271,1754,836,774,65,1523
622,1262,1865,1754,440,794,65,1681,117,442,1518,774,836,1529,1523,439,1818,898,1349,693,387,435,606,198,51,750,379,986,946,271
892,1682,11,271,711,435,1260,387,1529,693,112,1672,836,774,1518,1523,379,750,986,117,1349,65,456,999,1865,1681,1754,198,742,353
430,761,407,354,112,742,1672,1522,1,353,1723,1260,54,896,220,1689,474,610,711,1548,851,11,63,867,1682,983,783,864,234,271
849,581,480,565,126,1819,149,1740,600,900,825,714,1815,1331,1671,170,603,681,49,579,1659,83,797,1757,369,267,620,262,133,923
1543,325,1557,410,1796,203,50,785,880,250,1467,797,579,83,1659,356,1740,714,262,390,441,1674,149,1842,396,600,1304,1333,581,278
198,750,379,986,1518,1681,117,442,606,898,271,440,435,794,1818,174,1865,1529,946,836,1262,774,622,892,1754,65,1523,387,11,1706
11,711,1260,1682,112,1672,892,271,742,430,1522,1723,761,407,353,435,474,354,379,750,986,1,387,610,1529,1518,198,693,456,999
849,581,126,565,1331,600,149,1815,681,1740,603,267,49,480,1757,1659,714,262,83,579,1347,278,1819,797,645,105,396,355,923,431
1557,410,203,50,325,785,1543,1796,1467,880,797,579,83,1659,356,262,1740,149,250,714,390,600,396,1333,1674,441,1842,581,278,989
1518,117,1681,442,440,198,794,1865,435,898,606,750,379,986,1818,1529,836,774,1262,271,622,1754,65,1523,387,174,892,693,946,1349
716,611,1475,477,748,907,1162,1442,1357,1013,703,1735,1308,1525,1134,733,1051,1002,1753,1271,1517,1607,979,1115,491,619,1083,953,947,1479
1717,1359,1508,671,374,551,1459,948,608,793,934,1444,1373,784,1379,666,741,644,991,831,238,791,1675,1728,232,749,320,252,556,1860
979,1517,1753,619,1370,725,738,154,1525,733,1645,634,1479,921,953,947,748,1475,299,511,448,757,716,1068,574,964,985,818,737,1157
468,355,421,115,105,1782,1460,923,1544,1381,230,1451,349,618,656,49,1347,982,1757,603,237,419,1783,1815,1331,1721,327,267,473,565
964,299,511,818,1843,975,1361,1513,1338,1770,64,586,41,483,1325,1737,607,1752,130,59,569,660,155,345,93,1764,921,1554,920,448
144,1703,1807,759,479,860,453,201,543,712,229,1758,976,1743,668,150,1356,1785,1801,367,871,1728,313,418,205,1317,776,79,133,1734
160,1852,398,778,1657,45,99,324,729,320,252,96,749,1382,1675,1789,791,589,1790,238,831,991,556,1285,741,1825,644,1353,707,79
426,1670,768,158,177,189,573,698,1519,620,369,344,1274,170,776,133,1317,327,1757,656,603,1544,923,1460,49,1815,1451,565,230,473
140,450,1841,1293,175,635,89,1781,837,1556,104,808,187,1756,1554,760,908,345,93,155,1662,138,1853,1453,1762,919,920,401,814,660
61,850,651,977,646,805,1305,670,1733,942,1535,952,845,1526,1466,462,1474,1502,1352,1501,884,739,680,272,866,710,752,981,469,806
1790,1825,1789,79,205,1734,1285,707,129,556,418,313,96,871,324,1657,1353,367,398,791,976,252,778,644,160,543,1852,45,99,1088
277,789,1261,473,237,982,349,230,1451,1381,618,1783,1721,172,193,1544,656,421,284,1274,1460,344,327,923,468,419,355,1757,404,1782
1743,668,712,1356,1801,1758,1785,201,229,1807,1703,150,453,860,543,776,144,1317,759,1519,133,189,479,768,1670,177,698,367,426,158
551,1459,608,1508,671,1444,1359,784,666,374,741,991,644,948,238,831,1675,791,749,320,1379,252,1373,793,96,99,556,45,232,778
569,607,1737,141,41,1325,483,130,975,535,1361,64,613,351,602,86,961,706,1866,564,744,323,876,586,1764,75,62,1513,44,1338
299,964,511,818,1843,1513,1338,975,1770,1361,586,64,41,1325,1752,483,1737,607,59,660,130,155,345,93,921,569,448,1554,1479,920
1373,1379,948,793,374,232,671,1459,1508,1860,551,1359,666,608,784,741,831,991,238,1675,417,749,1444,320,99,45,252,791,644,778
1753,1517,733,1525,979,725,738,1645,154,619,1370,634,947,1479,748,921,953,1475,716,1051,1068,1157,1005,1134,1013,907,1271,1607,757,1357
759,144,1807,1703,860,453,543,479,976,229,201,712,367,150,1758,1743,871,668,1785,1356,1801,313,418,205,79,1734,129,1728,707,1825
417,1860,232,831,1675,320,238,741,749,666,991,99,45,729,160,1852,1382,778,1379,784,398,252,324,1657,791,96,589,1373,608,1459
334,971,273,67,724,1855,1527,559,20,624,300,617,675,1858,933,902,1702,659,1348,120,424,999,456,832,526,1376,51,967,444,1499
641,1839,737,1020,137,1436,1284,757,844,1029,1081,1604,404,802,1093,509,1068,1144,634,284,1645,154,1005,921,738,725,947,698,1157,177
510,101,744,638,564,535,906,961,86,876,124,351,706,141,613,569,602,799,188,1387,386,607,524,1737,1539,830,113,323,130,41
1737,607,569,41,483,975,1361,1325,130,141,64,1513,1764,586,1338,613,75,62,44,1866,59,660,964,920,818,602,323,535,351,1843
964,299,511,1843,975,1361,818,1513,1338,483,41,64,1737,607,1325,586,1770,130,1764,569,1752,75,62,59,44,660,141,155,93,345
573,170,1670,620,1519,768,158,369,426,189,776,133,177,1317,344,698,1274,327,1757,603,49,1815,656,923,565,1460,1544,355,1451,468
1717,1359,1508,671,374,551,1459,948,608,793,934,1444,1373,784,1379,666,741,644,991,831,238,791,1675,1728,232,749,320,252,556,1860
417,1860,232,831,1675,729,320,749,238,45,99,160,1852,741,1382,991,666,778,398,252,1657,324,589,784,1379,96,791,1789,644,1790
252,778,324,99,791,96,45,749,320,398,1675,238,160,1657,991,1852,831,741,556,644,1789,1790,666,729,784,1382,1285,1825,79,589
367,871,543,150,453,313,860,418,976,229,205,129,1734,79,707,759,1825,1807,712,1285,1785,1743,201,144,1790,1703,668,1353,1801,1356
89,104,187,175,1841,450,1662,138,1453,919,1762,140,635,1465,1556,808,1756,908,767,1293,1853,317,1368,1554,195,1781,985,345,93,155
964,1843,299,975,1361,511,483,818,130,1737,1513,1338,1764,41,607,64,1325,75,62,586,1770,44,569,284,141,921,1752,802,59,660
229,453,150,543,860,1807,712,201,1785,1743,668,367,759,1801,1356,1758,1703,871,976,144,313,418,479,205,129,1734,79,707,1825,1839
590,235,127,824,882,563,1355,540,678,1695,588,1850,655,1469,1788,667,865,623,1301,1448,244,1739,1384,1443,787,78,775,461,925,1667
784,666,741,608,991,831,238,1459,1675,551,1444,749,320,644,791,671,1508,252,99,45,778,96,324,232,398,160,556,1359,1852,1860
330,102,1700,1826,817,518,560,1787,734,328,751,1642,558,763,321,357,1432,414,1800,446,259,1322,572,457,1343,783,1692,217,389,1716
229,453,860,543,1807,150,712,201,1743,759,1785,668,1703,1758,1356,367,1801,144,976,871,479,313,418,205,129,1734,79,707,1825,776
1692,1800,389,414,861,446,1716,629,357,572,1559,259,763,751,57,447,321,1642,287,406,1718,173,800,1863,1304,1386,518,103,328,1842
1331,355,105,1815,49,468,603,1347,565,923,1757,115,267,1460,1782,656,1544,421,327,681,126,1451,1381,230,349,618,645,419,982,849
1434,694,1431,1857,709,582,128,1780,1524,771,1290,402,571,852,804,654,467,552,580,261,1371,331,1321,886,700,1365,604,282,987,1537
320,749,1675,99,45,238,831,778,991,160,252,741,1852,398,324,791,96,1657,666,729,1382,784,644,417,556,1789,1790,589,232,1860
590,235,127,824,882,563,1355,540,678,1695,588,1850,655,1469,1788,667,865,623,1301,1448,244,1739,1384,1443,787,78,775,461,925,1667
1308,703,1735,1442,1357,907,477,611,541,1482,701,1475,748,1875,715,716,879,322,1727,1495,1162,249,963,368,1701,382,926,1358,1537,1684
323,602,1866,706,920,351,660,386,1325,59,876,64,1781,569,837,586,41,799,86,961,1539,188,535,1554,93,155,345,1513,1338,808
477,611,907,1442,703,1735,1357,1475,1308,716,748,1162,1525,1013,733,1134,701,1482,1753,979,953,619,1051,1517,1002,715,1271,1479,1875,879
620,369,573,170,158,426,1670,344,1274,768,1519,189,177,327,776,133,698,1317,1757,603,49,1815,656,923,1460,565,1544,355,1451,468
249,879,1701,382,322,1684,715,1358,963,1875,1495,745,701,1738,1482,195,1549,1727,30,1368,317,993,919,138,1662,1465,1853,908,767,1756
138,1662,919,89,104,908,1853,1841,187,450,635,1556,1756,317,1368,1465,175,1453,195,1762,993,30,745,140,767,1549,1293,1358,1684,985
996,1516,42,451,1364,728,405,765,257,841,515,775,941,854,640,1667,385,858,1786,1784,425,1332,740,43,106,1704,974,1850,162,481
584,846,937,78,916,997,1469,1443,1384,1788,739,1695,1822,678,1355,689,662,127,859,588,1352,1739,827,865,667,798,540,244,670,824
588,1695,1355,127,1788,667,1469,1443,590,461,235,882,78,824,678,827,563,1850,916,775,540,846,1384,1667,405,584,765,865,974,106
845,952,805,1733,646,710,469,651,61,462,806,752,272,884,926,1501,1466,981,680,850,977,1305,670,1352,1535,1496,942,928,883,332
1784,1667,405,841,1516,1786,854,42,1704,996,775,1364,941,1850,451,43,1332,728,936,765,515,882,461,385,590,257,667,235,162,640
541,1727,1875,1495,987,1321,1537,322,1482,368,261,580,886,331,467,715,282,701,879,1371,654,249,552,804,852,1701,1365,1290,382,571
1338,1513,586,64,59,660,1770,1752,818,1325,155,93,345,920,1554,41,808,1866,1781,511,569,299,1737,607,323,964,602,140,975,175
1525,979,733,1753,1517,619,748,1479,953,1475,1370,725,738,154,1645,716,634,947,907,921,1357,611,1735,477,703,1442,1051,1308,448,574
425,740,640,858,257,555,481,728,1487,765,451,106,974,996,42,1516,515,385,1364,1374,775,405,461,1283,941,1667,162,1341,841,854
405,1667,775,42,1516,1784,451,1850,996,728,765,841,1364,854,1786,1704,461,941,667,43,882,588,106,974,590,1332,235,936,127,640
1761,686,1499,1560,436,1348,1376,592,444,933,967,1493,1730,1342,301,1702,424,539,1527,877,847,1771,142,1855,334,971,67,1374,273,300
1525,733,1753,1517,979,748,1475,619,716,953,1479,725,738,1370,154,1645,907,947,634,1357,611,477,1051,1442,1735,703,1013,921,1134,1308
640,425,740,858,257,555,728,481,1487,451,765,996,42,106,1516,974,515,385,1364,1374,405,775,162,941,461,1667,854,841,1283,1341
257,858,555,640,425,385,515,740,996,728,1364,451,1516,42,162,765,481,941,1487,854,841,1374,106,405,1332,974,1786,775,1667,43
588,1695,1355,127,1788,667,1469,1443,590,461,235,882,78,824,678,827,563,1850,916,775,540,846,1384,1667,405,584,765,865,974,106
124,906,638,876,961,86,188,799,1539,535,351,706,386,101,602,323,510,744,1866,760,837,569,920,564,1325,1781,41,660,141,607
1525,733,1753,1517,979,748,1475,619,716,725,738,947,1645,154,1370,1479,634,953,1051,907,1013,1134,611,1357,477,921,1271,1607,1442,1735
1857,1434,694,582,1431,709,128,1524,1780,771,402,1290,571,852,804,654,552,467,1371,700,580,261,331,1365,886,1321,282,987,604,1537
979,619,1517,1753,1525,733,1479,1370,953,725,738,154,1645,634,921,748,1475,947,716,448,574,985,511,299,907,1357,767,964,818,1735
1858,300,1855,67,624,273,51,832,1527,1771,617,120,1702,424,659,559,971,439,539,334,1349,967,20,444,1376,693,724,999,456,1523
858,257,555,640,425,740,385,515,728,996,451,1364,1516,42,481,765,162,1374,1487,106,941,974,854,405,841,1332,775,1786,1667,43
267,1347,1331,681,645,105,126,115,1782,355,565,468,1815,49,603,923,1757,421,1460,91,431,278,227,849,419,1544,656,1381,618,1451
128,1524,1857,402,771,571,1780,1290,700,582,804,852,552,654,1434,1365,1371,694,331,467,282,886,580,261,1321,1431,709,987,1537,368
974,1487,106,481,765,461,728,425,827,740,640,451,667,42,775,858,1516,588,996,405,257,1667,1788,1443,1364,1695,1850,555,662,1784
624,617,1858,300,120,659,832,273,559,67,51,1855,971,20,999,456,1349,724,693,439,334,1527,387,675,1523,902,65,774,836,1754
368,1365,700,1458,282,1537,753,24,1494,1371,987,886,331,552,1321,654,402,571,1299,804,261,580,202,466,771,852,1290,467,1496,883
1493,1730,1374,142,877,847,1560,436,686,592,1761,1283,1341,555,301,1499,1342,1348,1376,933,858,740,444,425,967,257,640,539,424,1702
1858,300,67,624,1855,273,832,51,617,120,559,659,1527,971,1702,424,334,20,1771,1349,439,724,999,456,693,539,967,444,1523,675
1762,1453,448,187,574,767,985,104,808,89,1752,1465,175,345,155,93,1554,1770,919,1662,450,138,1841,140,317,818,1368,59,1781,660
1342,301,592,686,436,1499,444,1376,967,1761,539,1730,1493,424,1702,1771,1560,1348,933,1527,1855,877,847,142,67,334,1374,300,971,273
515,1364,385,996,1516,257,941,42,451,854,162,841,728,858,1332,640,1786,43,405,425,555,936,1784,1667,740,765,775,1704,106,481
1645,634,154,725,738,921,1370,1517,947,757,1753,737,979,1068,733,619,1525,1479,1005,1157,1081,802,299,953,964,1843,511,1144,404,1436
733,1525,1753,1517,979,748,1475,619,725,716,947,738,1645,154,1370,634,1051,1479,953,1013,1134,907,921,1271,611,1607,1357,477,1068,1157
1761,1499,686,1560,1348,436,1376,933,444,592,967,1493,1730,1342,1702,424,301,539,1527,877,847,1771,142,1855,334,971,67,273,1374,300
971,334,724,20,559,675,273,67,902,617,624,300,1855,999,456,659,1527,120,1858,526,832,933,1702,51,1348,864,424,234,604,1349
1858,300,624,67,1855,273,832,51,617,120,659,559,1527,971,1702,424,1771,439,1349,20,334,999,693,724,456,539,1523,967,387,65
99,320,45,749,778,1675,160,252,398,238,1852,324,831,991,1657,96,741,791,729,666,1382,1789,644,556,1790,784,417,589,1285,1825
1527,1702,1855,424,67,1376,967,273,444,300,971,334,1771,1858,624,933,539,1348,1499,559,617,1761,724,20,120,832,659,51,1342,675
971,334,273,67,559,724,1855,624,20,300,1527,617,1858,675,659,120,902,999,456,1702,933,832,424,1348,526,51,1376,967,444,1349
1523,65,1349,1754,774,836,693,439,387,1529,1865,51,832,435,120,1518,117,659,622,1681,1262,440,892,442,617,794,999,456,1858,271
997,739,584,846,937,859,78,1384,916,1822,670,1352,1305,1469,798,678,1795,1443,562,689,1739,1835,1695,1788,1355,1430,977,865,1615,850
929,1648,960,605,1859,561,820,773,1441,612,1792,957,1114,1140,1485,691,1399,15,1402,1087,311,1476,901,8,829,1666,342,1316,658,221
669,978,1538,815,868,412,839,809,1530,1463,7,523,1867,685,373,465,36,458,305,400,682,1319,1327,968,347,1561,84,12,609,1303
1698,1323,285,164,769,719,211,1797,1763,930,452,1829,283,1641,1452,616,1292,1337,943,27,392,1664,1854,253,1665,1709,924,12,1311,1446
1845,893,931,868,1538,516,815,1383,809,669,978,412,373,839,550,819,1378,720,1455,31,682,1869,305,458,653,1530,1380,1319,1693,755
727,315,1454,333,253,731,1641,1292,392,283,1725,943,152,1272,470,980,1759,211,930,609,1829,1797,1510,1664,1468,1337,1763,616,1446,319
720,1693,550,31,897,534,363,1869,1380,755,639,653,522,517,34,1676,995,329,360,449,206,782,596,373,931,904,1802,1455,682,305
1319,400,1867,1327,1561,458,305,968,347,682,685,1303,36,856,1802,84,465,373,523,7,206,329,360,34,755,1869,1722,596,449,1530
561,612,1792,1476,957,311,1441,820,901,691,929,605,1859,773,1485,829,1666,343,1316,1648,699,519,1461,692,342,1433,658,855,1765,8
897,363,1693,517,31,522,755,1869,720,34,449,782,329,360,995,596,206,534,550,1380,639,1722,904,1802,653,1676,373,682,347,305
609,465,7,523,84,36,1725,1759,685,1867,400,968,731,1463,856,1561,1510,1303,1530,1319,1350,1327,347,315,458,305,682,980,152,1802
1383,819,516,212,1378,274,810,777,944,809,894,412,815,868,1538,839,978,669,395,1297,1820,1845,893,1530,12,833,1665,1709,373,455
315,152,731,980,470,727,1272,1759,1510,1725,1454,1350,609,319,333,84,190,822,465,1532,1641,253,36,283,7,523,1292,856,392,943
944,894,395,274,1297,1820,810,212,777,819,12,455,380,1665,123,2,10,1709,1854,809,839,412,978,420,669,1264,917,1687,815,1678
519,855,829,1316,1666,1765,1696,1485,691,901,1112,957,311,221,9,445,39,1441,699,612,820,1536,182,773,561,1433,1372,803,692,343
691,829,1666,1316,901,957,1485,519,311,855,1765,612,1441,1696,820,561,699,221,773,1112,1859,605,343,445,9,1433,39,692,1461,1476
445,9,39,1536,276,1372,1719,803,352,872,1696,1363,688,966,1765,855,1340,699,519,1697,1433,1666,1316,1455,692,829,182,1461,358,1676
363,897,755,31,34,517,1869,449,782,329,360,1693,522,596,206,720,995,1722,1802,534,550,373,682,347,305,458,1380,1327,1303,1319
769,452,164,1698,1323,285,27,719,1854,1311,1709,1665,1763,211,1816,1829,930,12,1797,1678,1687,1864,1452,10,2,455,283,123,917,924
1319,1327,1561,347,1303,968,400,458,305,682,1867,856,1802,685,36,84,465,373,206,523,329,360,34,7,755,1722,1869,596,449,782
1664,1337,616,392,1446,943,253,1292,1797,1452,1468,283,1641,285,333,1323,463,719,306,1698,1794,211,164,930,1454,1644,1829,1763,68,727
995,904,522,534,1693,517,639,1380,897,363,720,1676,653,550,1697,31,782,449,755,1869,34,596,329,360,206,1455,1722,966,1802,931
1698,769,1763,1323,1829,285,164,211,930,452,1797,719,283,1641,1665,1854,12,1709,1292,943,27,1452,616,1337,392,1463,1311,1678,253,1687
872,352,1363,966,688,276,1719,1697,1536,1372,803,1455,1676,639,653,904,1380,534,1340,445,39,995,9,550,931,720,1693,522,897,517
872,352,1363,966,688,276,1719,1697,1536,1372,803,1455,1676,639,653,904,1380,534,1340,445,39,995,9,550,931,720,1693,522,897,517
833,1378,1828,516,1435,893,1845,1383,1340,931,692,1461,1433,819,1455,212,803,868,1538,815,1372,550,343,809,669,978,412,653,839,1676
445,9,39,1536,276,1372,1719,803,352,872,1696,1363,688,966,1765,855,1340,699,519,1697,1433,1666,1316,1455,692,829,182,1461,358,1676
39,9,445,1536,1719,276,352,872,1363,688,1372,803,966,1696,1697,1340,358,1765,855,182,519,1455,699,1676,1456,639,653,904,1380,534
358,1748,904,935,688,1697,995,1719,966,352,872,1456,1767,1741,522,1661,1363,756,1724,276,517,639,534,1769,1803,1676,1380,1791,1693,363
1666,1316,519,829,901,855,691,1765,311,1696,1485,957,699,445,9,612,39,1112,1441,221,1433,343,1536,692,1461,820,561,803,1372,773
445,9,39,1536,276,1372,1719,803,352,872,1696,1363,688,966,1765,855,1340,699,519,1697,1433,1666,1316,1455,692,829,182,1461,358,1676
39,9,445,1536,1719,276,352,872,1363,688,1372,803,1696,966,1340,1765,855,1697,358,519,182,699,1455,1676,1456,639,653,1433,1316,904
699,1433,692,1461,343,901,311,1666,519,1316,1435,803,445,1372,829,1828,1340,9,39,1536,691,855,1696,1765,957,833,276,1363,872,352
161,1440,1683,1831,236,530,1873,223,1310,1699,687,312,914,1445,92,1550,1270,597,48,1512,718,676,796,264,82,1439,18,25,566,362
432,370,792,393,1755,690,887,899,1282,1677,1810,403,1334,1291,438,533,1834,326,475,309,125,881,310,204,643,1679,256,269,69,736
1504,316,903,1534,1545,730,514,66,1486,1478,1313,962,1528,813,779,1503,295,857,1773,994,862,416,1840,1000,314,553,1688,764,823,911
1369,807,875,270,1484,954,713,460,627,1553,224,705,219,88,1542,1295,434,1874,376,427,233,399,1778,248,1668,626,1471,1798,108,1266
1765,855,1696,519,1316,1666,829,1112,9,39,445,1485,691,901,182,221,1536,311,699,957,1719,276,1372,803,352,872,1363,688,1433,1441
1742,1751,23,391,816,265,210,1555,521,891,1768,159,1267,1315,704,672,889,1477,1868,186,72,246,885,1275,53,922,568,266,955,286
1545,779,1503,553,1534,1504,416,730,316,903,514,1313,962,813,66,650,857,838,1486,1478,1528,1840,994,862,295,1000,1773,85,1688,314
454,1498,781,595,959,246,1457,927,186,878,437,922,165,628,869,568,266,679,704,28,1275,1861,557,1473,366,598,1868,1555,1823,1492
1654,1731,116,664,990,1471,1680,599,932,918,626,233,835,52,1837,1437,376,661,3,180,308,1336,22,1874,578,286,632,1553,713,224
577,1196,593,557,1823,1649,1298,437,1326,366,1473,429,1492,1506,1617,1237,1498,598,1627,1416,1507,842,679,1204,303,1480,454,657,1289,1286
1369,954,1484,627,434,376,807,713,233,1553,224,460,705,626,1874,1471,399,1295,875,270,180,537,1798,1680,1731,1266,599,116,664,1654
627,1484,399,954,1798,1266,1369,434,537,376,233,1542,219,88,626,180,270,875,1471,807,594,713,1553,224,705,460,1874,1731,1295,1654
52,3,1837,308,286,661,990,835,1437,889,1315,1267,22,932,1654,1768,1731,159,521,578,672,116,664,918,1477,1360,891,599,1680,210
340,1227,1497,684,1422,1551,1216,1214,786,464,1808,1186,109,1280,225,1273,780,365,459,1215,1255,648,1533,1281,945,413,848,1637,1206,1669
454,1498,781,595,959,246,1457,927,186,878,437,922,165,628,869,568,266,679,704,28,1275,1861,557,1473,366,598,1868,1555,1823,1492
1480,657,598,842,303,1558,1360,885,1275,1506,1868,1477,186,1507,1649,704,672,593,22,801,891,454,210,677,437,1437,661,1768,816,835
1558,1360,1480,303,842,657,885,22,598,1477,1275,1868,1437,1507,672,1506,661,835,801,186,677,891,704,932,1768,210,1649,889,1837,918
869,165,878,679,628,1498,28,781,770,959,927,595,1473,909,366,1457,1492,1861,1289,454,1286,372,674,863,246,721,922,1326,266,568
577,593,557,437,1823,1649,1298,1326,366,1473,1196,1492,1498,1506,598,842,454,679,657,1480,429,303,1507,781,1617,186,1275,959,595,869
686,436,592,1761,1499,1342,1730,301,1493,1376,1560,444,967,1348,539,424,1702,933,1771,877,847,1527,142,1374,1855,334,67,971,273,300
1515,90,840,1110,1148,1592,1413,496,1033,1565,1133,1074,1412,1587,1149,381,243,487,1574,485,1564,1122,1047,77,1269,1153,1136,1040,1089,1052
1808,945,1533,1255,1669,459,1656,648,1281,365,1273,413,1637,171,1280,1876,1227,1824,910,1497,1215,1814,1186,786,411,1472,780,1214,697,821
1830,643,310,275,575,570,998,55,1307,304,378,307,280,647,1552,723,591,69,423,1679,1817,881,1720,663,107,1335,683,309,1766,1388
428,280,307,304,107,423,795,409,279,723,998,478,1470,575,631,915,213,1307,683,1552,111,881,68,17,643,1830,275,310,647,1817
720,534,550,1380,653,639,1693,1676,897,31,995,363,522,1455,1869,517,755,931,904,34,1697,449,329,360,782,206,596,373,1802,1722
609,465,7,523,84,36,1725,1759,685,1867,400,968,731,1463,856,1561,1510,1303,1530,1319,1350,1327,347,315,458,305,682,980,152,1802
68,631,915,111,213,1644,306,17,1812,428,107,1794,1470,795,409,279,683,1732,423,723,463,280,307,304,881,1446,245,575,1452,998
428,795,409,279,1470,213,631,915,17,107,478,280,307,304,68,111,423,723,998,683,1307,575,1552,881,1812,306,1644,643,1830,924
68,306,1644,915,631,1794,111,17,213,1812,463,1446,428,1452,1732,1470,1664,795,409,279,107,616,245,1337,683,1468,423,723,719,881
727,315,1454,253,333,1641,731,1292,392,283,943,1725,152,1272,470,211,980,1759,930,1829,609,1797,1664,1510,1468,1337,1763,616,1446,285
1641,283,1292,1725,211,930,943,253,392,727,1829,315,731,333,1763,609,1797,1454,1759,152,1337,1664,470,980,616,1272,285,1323,1698,1463
1715,416,1528,295,1503,1504,553,1545,316,903,1534,1478,1486,779,730,514,66,650,1773,1313,962,813,862,857,994,314,1000,1623,1840,840
253,392,943,1292,333,1641,283,1664,1797,1337,616,1454,1468,1446,211,727,930,285,315,463,1829,1323,1452,1698,1725,719,1794,1763,731,306
1319,458,305,1327,682,347,1561,400,1303,1867,968,685,1802,856,36,373,84,465,206,523,329,360,7,755,34,1869,596,1722,449,31
392,943,1337,1664,1292,253,616,1797,1446,283,1641,1452,333,285,1468,1323,211,719,1698,463,930,306,1794,1454,164,1829,1763,727,1644,315
380,1264,420,123,10,2,455,917,1687,1678,239,1820,1864,1297,955,1854,1709,53,72,1481,1665,1816,12,1311,395,894,944,274,769,452
1845,893,931,373,868,1538,815,550,669,978,809,412,720,839,31,1869,682,516,1455,305,458,1383,653,755,1693,1380,1319,534,347,1327
769,1698,164,1323,285,452,719,1797,211,27,1763,930,1829,1452,283,616,1641,1337,1292,1311,943,924,1854,1709,1665,392,1816,12,1664,1678
12,1665,1709,1854,455,2,10,123,395,1763,1297,1463,1820,1687,1678,380,917,839,1829,1530,412,769,809,978,669,1264,930,211,1864,815
7,523,465,609,36,84,685,1725,1867,1759,400,1463,968,856,1561,731,1530,1303,1319,1327,1510,347,458,305,1350,682,315,1802,980,1829
